longitude,latitude
-64.5996094,60.0209522
-55.9863281,50.8475730
-43.7695313,59.8889369
-47.1093750,61.5645739
-50.9765625,64.1297837
-52.5585938,65.3301779
-55.8105469,65.8387757
-59.7656250,65.8747247
-62.5781250,65.1461148
-65.5664063,63.0350393
-64.5996094,60.0209522
