longitude,latitude
-73.8281250,76.7403973
-81.8261719,75.0730099
-78.8378906,72.1818036
-69.9609375,69.3183201
-62.9296875,66.3022055
-50.1855469,66.3727550
-49.8339844,70.4662074
-53.3496094,74.0195433
-58.2714844,76.2269074
-64.4238281,77.0394184
-73.8281250,76.7403973
